2023-03-31 12:39:55,17721111663,28146.95000000,0.00199000,28146.01000000,0.58542000,28145.08000000,0.78694000,28144.52000000,1.18019000,28144.03000000,0.00114000,28144.02000000,0.05073000,28143.98000000,0.30884000,28143.97000000,0.65880000,28143.54000000,0.49875000,28143.40000000,0.50748000,28143.29000000,0.55699000,28142.95000000,0.40095000,28142.93000000,0.56356000,28142.76000000,0.59747000,28142.69000000,0.00041000,28142.66000000,0.00041000,28142.62000000,0.32600000,28142.32000000,0.32176000,28141.73000000,0.35556000,28141.72000000,0.59255000,28146.96000000,7.33740000,28147.02000000,1.93757000,28147.03000000,0.08660000,28147.17000000,0.08660000,28147.37000000,0.51717000,28147.54000000,0.92859000,28147.55000000,0.92859000,28147.98000000,0.74131000,28148.19000000,0.03092000,28148.26000000,0.92859000,28148.33000000,0.63059000,28148.42000000,0.00457000,28149.48000000,0.55719000,28149.49000000,0.92859000,28149.50000000,0.98728000,28150.83000000,0.92859000,28150.84000000,0.00177000,28150.91000000,0.17888000,28151.42000000,0.05000000,28151.67000000,0.55723000
2023-03-31 12:40:00,17721112654,28142.66000000,3.59271000,28142.65000000,0.76007000,28142.61000000,0.00041000,28142.43000000,0.58454000,28142.41000000,0.00041000,28141.91000000,0.55264000,28141.62000000,0.42566000,28141.61000000,0.19448000,28141.52000000,0.00041000,28141.47000000,0.66192000,28141.45000000,0.00041000,28141.30000000,0.00041000,28141.28000000,0.56061000,28141.15000000,0.00059000,28140.99000000,0.00041000,28140.93000000,0.00041000,28140.85000000,0.00044000,28140.81000000,0.07000000,28140.10000000,0.00535000,28140.00000000,0.03150000,28142.67000000,2.67072000,28142.69000000,2.81632000,28142.70000000,0.92859000,28142.75000000,1.18612000,28142.97000000,0.05331000,28142.98000000,0.52659000,28144.02000000,0.93209000,28144.03000000,1.15907000,28144.04000000,2.39238000,28144.70000000,0.41701000,28144.71000000,0.69499000,28144.73000000,0.03577000,28145.28000000,0.00041000,28145.88000000,0.55719000,28145.89000000,0.92859000,28146.95000000,0.92859000,28147.00000000,0.55720000,28147.01000000,0.89021000,28147.21000000,0.17888000,28147.54000000,0.92859000
2023-03-31 12:40:04,17721113424,28145.27000000,1.32344000,28144.05000000,0.58034000,28143.97000000,0.68433000,28143.81000000,0.37225000,28143.80000000,0.62029000,28143.46000000,0.92859000,28143.45000000,0.92859000,28143.44000000,0.72547000,28142.67000000,0.44934000,28142.66000000,0.46741000,28142.61000000,0.00041000,28142.54000000,0.73699000,28142.41000000,0.00041000,28142.29000000,0.60163000,28142.21000000,0.00529000,28142.05000000,0.58351000,28141.92000000,0.00041000,28141.62000000,0.02851000,28141.61000000,0.19448000,28141.55000000,0.00041000,28145.28000000,4.31457000,28145.30000000,0.05331000,28145.33000000,0.56634000,28145.52000000,0.60056000,28145.60000000,1.38309000,28145.61000000,0.68397000,28145.80000000,0.67727000,28145.89000000,0.92859000,28145.93000000,0.66372000,28146.34000000,0.16467000,28146.62000000,0.57839000,28146.95000000,0.92859000,28147.53000000,0.78582000,28147.54000000,0.92859000,28147.55000000,0.92859000,28148.24000000,0.92136000,28148.25000000,0.55717000,28148.26000000,0.92859000,28148.27000000,0.53306000,28148.53000000,0.04000000
2023-03-31 12:40:09,17721115002,28137.43000000,0.00109000,28137.16000000,0.78583000,28136.94000000,0.59177000,28136.70000000,0.09818000,28136.69000000,0.69481000,28136.07000000,0.00041000,28135.98000000,1.22926000,28135.97000000,0.00459000,28135.80000000,0.07387000,28135.57000000,0.55408000,28135.22000000,0.60623000,28135.00000000,0.02550000,28134.94000000,0.40249000,28134.93000000,0.67073000,28134.48000000,0.53989000,28133.89000000,0.52151000,28133.37000000,0.48851000,28132.89000000,0.60503000,28132.65000000,0.00322000,28132.54000000,0.34869000,28137.44000000,2.99758000,28137.46000000,0.58149000,28137.50000000,0.64894000,28137.55000000,0.52660000,28137.82000000,0.60974000,28137.96000000,0.62482000,28137.97000000,0.72854000,28138.01000000,0.66664000,28138.06000000,0.48755000,28138.24000000,0.19275000,28138.27000000,0.67523000,28138.52000000,0.92859000,28138.53000000,0.92859000,28139.21000000,0.07074000,28139.22000000,2.15045000,28139.23000000,0.98059000,28139.24000000,1.80665000,28139.25000000,0.92859000,28140.33000000,0.81193000,28140.34000000,0.53321000
2023-03-31 12:40:13,17721115779,28136.05000000,1.23455000,28136.00000000,0.03577000,28135.81000000,1.22091000,28135.80000000,0.07387000,28135.63000000,0.60458000,28135.34000000,0.27925000,28135.15000000,0.12968000,28135.10000000,0.00041000,28135.09000000,0.44754000,28135.00000000,0.02550000,28134.97000000,0.00041000,28134.96000000,0.65108000,28134.27000000,0.50373000,28134.26000000,0.33677000,28134.25000000,0.59344000,28133.49000000,0.48362000,28133.15000000,0.42231000,28133.14000000,0.11000000,28132.90000000,0.70374000,28132.65000000,0.00322000,28136.06000000,7.51550000,28136.07000000,0.93569000,28136.08000000,1.35444000,28136.09000000,0.08660000,28136.13000000,0.05332000,28136.18000000,0.59687000,28136.30000000,0.04503000,28136.31000000,0.65246000,28136.53000000,0.92859000,28136.54000000,0.92859000,28137.06000000,0.01400000,28137.07000000,0.01154000,28137.42000000,0.71928000,28137.43000000,0.92859000,28137.44000000,1.19872000,28138.49000000,0.05866000,28138.50000000,0.86852000,28138.52000000,0.92859000,28138.53000000,0.92859000,28138.81000000,0.00041000
2023-03-31 12:40:18,17721117138,28139.57000000,0.64402000,28139.00000000,0.92859000,28138.99000000,0.92859000,28138.70000000,0.05004000,28138.53000000,1.06374000,28138.52000000,0.92859000,28138.51000000,0.92859000,28137.98000000,0.02554000,28137.95000000,0.92859000,28137.42000000,0.02400000,28137.10000000,0.13078000,28137.09000000,0.01731000,28137.07000000,1.15968000,28137.06000000,1.85420000,28137.05000000,0.92561000,28136.82000000,0.76289000,28136.57000000,0.02919000,28136.54000000,0.59029000,28136.53000000,0.94201000,28136.12000000,0.01351000,28139.58000000,1.85409000,28140.36000000,0.92859000,28140.37000000,2.50840000,28140.45000000,0.80770000,28140.46000000,1.26611000,28140.57000000,0.00041000,28140.77000000,0.54473000,28140.79000000,0.66524000,28140.91000000,0.57465000,28141.29000000,0.76055000,28141.62000000,0.92859000,28141.67000000,0.52874000,28142.34000000,0.92859000,28142.35000000,0.92859000,28143.11000000,0.55718000,28143.12000000,0.92859000,28143.16000000,0.21320000,28143.44000000,0.00410000,28143.50000000,0.78425000,28143.69000000,0.04000000
2023-03-31 12:40:22,17721117835,28139.56000000,3.18593000,28139.34000000,0.52629000,28139.02000000,0.38689000,28138.92000000,0.99175000,28138.91000000,1.32165000,28138.89000000,0.00458000,28138.85000000,0.55309000,28138.72000000,0.74824000,28137.14000000,0.05006000,28137.06000000,0.92859000,28136.12000000,0.01351000,28136.09000000,0.05177000,28136.08000000,0.05339000,28136.05000000,0.05808000,28135.72000000,0.08620000,28135.19000000,0.01945000,28135.16000000,0.00710000,28135.13000000,0.00041000,28135.11000000,0.00041000,28135.10000000,0.00041000,28139.57000000,0.63022000,28140.35000000,0.75972000,28140.36000000,0.92859000,28140.37000000,0.43736000,28140.46000000,1.26611000,28140.48000000,0.77248000,28140.57000000,0.00041000,28141.28000000,0.55716000,28141.62000000,0.92859000,28141.79000000,0.77765000,28142.01000000,0.79043000,28142.34000000,0.92859000,28142.35000000,0.92859000,28143.11000000,0.55718000,28143.12000000,0.92859000,28143.16000000,0.21320000,28143.44000000,0.00410000,28143.68000000,0.01700000,28143.69000000,0.04000000,28144.89000000,0.50506000
2023-03-31 12:40:26,17721118189,28139.56000000,2.34121000,28139.34000000,0.52629000,28139.02000000,0.38689000,28138.91000000,1.32165000,28138.86000000,1.17918000,28138.85000000,0.55309000,28138.72000000,0.74824000,28138.69000000,0.48272000,28138.57000000,0.49821000,28137.14000000,0.05006000,28137.06000000,0.92859000,28136.66000000,0.09887000,28136.12000000,0.01351000,28136.08000000,0.05339000,28136.05000000,0.05808000,28135.19000000,0.01945000,28135.16000000,0.00710000,28135.13000000,0.00041000,28135.11000000,0.00041000,28135.10000000,0.00041000,28139.57000000,2.51686000,28139.76000000,0.08660000,28139.91000000,0.57510000,28140.10000000,0.58989000,28140.30000000,0.78785000,28140.35000000,1.46780000,28140.36000000,0.92859000,28140.37000000,0.43736000,28140.42000000,0.54271000,28140.46000000,1.26611000,28140.48000000,0.77248000,28140.53000000,0.60030000,28140.57000000,0.00041000,28140.88000000,0.73352000,28141.61000000,0.47432000,28141.62000000,0.92859000,28141.81000000,0.10000000,28142.01000000,0.79043000,28142.34000000,0.92859000,28142.35000000,0.92859000
2023-03-31 12:40:31,17721119436,28133.46000000,2.37351000,28133.44000000,0.05333000,28133.38000000,0.50000000,28133.37000000,0.03035000,28133.33000000,0.74745000,28133.27000000,0.57959000,28133.23000000,0.46484000,28133.10000000,0.49841000,28133.03000000,0.80008000,28133.01000000,0.07000000,28132.93000000,0.52495000,28132.65000000,0.00322000,28132.54000000,0.55102000,28132.46000000,0.75374000,28132.10000000,0.68163000,28132.08000000,0.00041000,28132.00000000,0.00041000,28130.34000000,0.74474000,28130.33000000,0.69712000,28130.00000000,0.54398000,28133.47000000,0.05448000,28133.48000000,0.09076000,28134.72000000,0.55717000,28134.73000000,0.92859000,28134.74000000,0.92859000,28134.75000000,0.92859000,28135.02000000,0.04965000,28135.37000000,0.55719000,28135.38000000,0.92859000,28135.39000000,0.92859000,28135.64000000,0.92859000,28135.77000000,0.49428000,28135.99000000,0.00041000,28136.10000000,0.92859000,28136.36000000,0.53905000,28136.42000000,0.73170000,28136.46000000,0.50568000,28136.75000000,0.52804000,28136.96000000,0.56275000,28137.06000000,0.00246000
2023-03-31 12:40:35,17721120128,28133.46000000,2.28291000,28133.38000000,0.34784000,28133.37000000,0.03035000,28133.33000000,1.41915000,28133.27000000,0.57959000,28133.23000000,0.46484000,28133.20000000,0.35738000,28133.19000000,0.59841000,28133.03000000,0.80008000,28133.01000000,0.07000000,28132.77000000,0.00041000,28132.65000000,0.00322000,28132.54000000,0.55102000,28132.46000000,0.00041000,28132.43000000,0.05333000,28132.39000000,0.00041000,28132.19000000,0.67663000,28132.08000000,0.00041000,28132.00000000,0.00041000,28130.34000000,0.74473000,28133.47000000,0.03751000,28133.48000000,0.09076000,28133.98000000,0.46005000,28133.99000000,0.76661000,28134.42000000,1.09273000,28134.44000000,0.58453000,28134.70000000,0.60370000,28135.19000000,0.43369000,28135.35000000,0.55717000,28135.38000000,0.92859000,28135.39000000,0.92859000,28135.64000000,0.92859000,28135.72000000,0.55890000,28135.99000000,0.00041000,28136.09000000,0.01700000,28136.10000000,0.92859000,28136.20000000,0.49490000,28136.45000000,0.54538000,28136.58000000,0.69322000,28136.64000000,0.55724000
2023-03-31 12:40:40,17721121096,28135.98000000,7.90513000,28135.63000000,0.92561000,28135.51000000,1.85420000,28135.50000000,1.85420000,28134.80000000,0.26532000,28134.79000000,1.86130000,28134.78000000,0.92859000,28134.50000000,0.92859000,28134.37000000,1.06861000,28134.36000000,0.92561000,28134.35000000,0.92561000,28133.97000000,0.17888000,28133.48000000,0.92561000,28133.47000000,0.92561000,28133.38000000,0.34784000,28133.37000000,0.03035000,28133.14000000,0.00041000,28133.01000000,0.07000000,28132.92000000,0.00083000,28132.81000000,0.00041000,28135.99000000,0.64759000,28136.06000000,0.16208000,28136.37000000,1.09600000,28136.91000000,1.69077000,28136.92000000,0.64767000,28136.96000000,0.11000000,28137.06000000,0.57127000,28137.14000000,0.92859000,28137.16000000,0.92859000,28137.40000000,0.54059000,28137.63000000,0.01700000,28137.64000000,0.62078000,28137.74000000,0.55466000,28137.87000000,0.51496000,28138.01000000,0.92859000,28138.02000000,0.92859000,28138.03000000,0.92859000,28138.13000000,0.46902000,28138.36000000,0.56661000,28138.99000000,0.02076000
2023-03-31 12:40:44,17721122613,28143.43000000,6.18106000,28143.35000000,0.50965000,28142.59000000,1.06116000,28142.50000000,0.92859000,28142.49000000,0.98087000,28141.82000000,0.02451000,28141.81000000,1.85420000,28141.80000000,1.85420000,28141.72000000,0.00356000,28141.26000000,0.55545000,28141.25000000,0.92859000,28140.97000000,0.92561000,28140.96000000,0.92561000,28140.59000000,0.01793000,28140.57000000,0.04317000,28140.42000000,0.01543000,28140.41000000,0.92561000,28140.40000000,0.92561000,28140.35000000,0.05332000,28139.60000000,0.57635000,28143.44000000,4.22771000,28143.50000000,0.08660000,28143.61000000,0.08660000,28143.94000000,0.50631000,28144.09000000,1.28460000,28144.10000000,0.45121000,28144.17000000,0.73222000,28144.44000000,0.70394000,28144.65000000,0.59499000,28144.76000000,0.56382000,28144.95000000,0.11000000,28144.96000000,0.05331000,28145.08000000,0.01777000,28145.10000000,0.09023000,28145.11000000,0.10000000,28145.28000000,0.03561000,28146.08000000,0.04892000,28146.09000000,0.08139000,28146.66000000,0.64754000,28147.05000000,0.06071000
2023-03-31 12:40:49,17721124083,28149.82000000,1.22860000,28149.23000000,0.43385000,28149.22000000,0.11000000,28149.09000000,0.95405000,28149.08000000,1.85420000,28147.69000000,1.87141000,28147.30000000,0.02693000,28147.29000000,1.85420000,28147.28000000,1.85420000,28146.56000000,0.02195000,28146.54000000,0.55542000,28146.53000000,0.92561000,28146.52000000,0.92561000,28146.20000000,0.01308000,28146.18000000,0.07326000,28145.81000000,0.94575000,28145.80000000,0.92561000,28145.35000000,0.02065000,28145.34000000,0.05152000,28145.28000000,0.87081000,28149.83000000,2.58949000,28149.88000000,0.95226000,28149.94000000,0.09900000,28149.95000000,0.05900000,28150.00000000,0.00600000,28150.01000000,0.00355000,28150.04000000,0.63882000,28150.13000000,0.64178000,28150.22000000,0.70139000,28150.31000000,0.72018000,28150.42000000,0.69932000,28151.19000000,0.52828000,28151.36000000,0.31815000,28151.37000000,0.56624000,28151.42000000,0.05000000,28151.78000000,0.53013000,28152.09000000,1.58315000,28152.10000000,4.30113000,28152.83000000,0.69474000,28153.34000000,0.75404000
2023-03-31 12:40:53,17721125633,28153.71000000,5.83497000,28153.41000000,0.41492000,28153.07000000,0.75553000,28153.06000000,0.55663000,28153.02000000,0.17888000,28152.81000000,0.70251000,28152.35000000,0.05329000,28152.09000000,0.92561000,28150.70000000,0.11204000,28150.49000000,0.35776000,28150.12000000,1.14986000,28150.11000000,0.03568000,28150.00000000,1.91643000,28149.82000000,1.85420000,28149.81000000,1.85420000,28149.10000000,1.11261000,28149.09000000,1.85420000,28149.06000000,0.92561000,28149.05000000,0.92561000,28148.86000000,0.03100000,28153.72000000,1.26740000,28154.59000000,0.57771000,28154.64000000,0.79696000,28154.71000000,0.54719000,28155.53000000,0.44959000,28155.54000000,0.58611000,28155.60000000,0.57624000,28156.74000000,0.58229000,28156.83000000,0.47526000,28156.93000000,0.05328000,28156.97000000,0.68324000,28156.98000000,0.00044000,28156.99000000,0.68477000,28157.03000000,0.04990000,28157.09000000,0.90192000,28157.10000000,4.30113000,28158.52000000,0.00070000,28158.55000000,0.65196000,28158.70000000,0.05000000,28158.86000000,0.74658000
